"Sno","SP_CODE","DISTRICT","MANDAL","VILLAGE","LON","LAT","09-04-25","10-04-25","11-04-25","12-04-25","13-04-25","14-04-25","15-04-25","16-04-25","17-04-25"
15367,113019,"SRIKAKULAM","REGIDIAMADALAVALASA","Kandisa1",83.663048,18.574256,1.36,0.89,1.11,0.28,2.48,6.1,0.76,0.24,1.4
15368,112036,"SRIKAKULAM","PALAKONDA","ChinamangalaPuram",83.711038,18.577297,1.36,0.89,1.11,0.28,2.48,6.1,0.76,0.24,1.4
15369,211059,"VIZIANAGARAM","SALUR","Karadavalasa",83.114304,18.579966,1.34,1.66,2.18,4.2,0.870000000000001,1.57,3.29,0.109999999999999,0.73
15370,214013,"VIZIANAGARAM","BOBBILI","MALLAMPETA1",83.339918,18.57742,1.85,0.5,1.8,0.0199999999999996,1.48,2.54,0.680000000000001,0,0.529999999999999
15371,112045,"SRIKAKULAM","PALAKONDA","Ampili",83.762096,18.574636,1.52,1.12,0.25,0.0499999999999998,6.23,3.06,0.470000000000001,0.279999999999999,0.81
15372,102021,"SRIKAKULAM","VANGARA","Madduvalasa",83.622983,18.580168,3.21,0.34,1.04,0.00999999999999979,3.67,1.61,0.77,0.19,0
15373,124037,"SRIKAKULAM","SARAVAKOTA","Thogiri",84.041766,18.559379,1.23,1.19,1.5,0.0600000000000005,5.59,6.7,0.829999999999998,0.0800000000000018,0.00999999999999801
15374,105003,"SRIKAKULAM","JALUMURU","Marrivalasa3",83.985487,18.572335,1.23,1.19,1.5,0.0600000000000005,5.59,6.7,0.829999999999998,0.0800000000000018,0.00999999999999801
15375,104026,"SRIKAKULAM","REGIDIAMADALAVALASA","Boddavalasa1",83.747741,18.577002,1.36,0.89,1.11,0.28,2.48,6.1,0.76,0.24,1.4
15376,102032,"SRIKAKULAM","VANGARA","Kinjangi",83.563141,18.5731,3.21,0.34,1.04,0.00999999999999979,3.67,1.61,0.77,0.19,0
15377,102034,"SRIKAKULAM","VANGARA","Bhagempeta",83.59313,18.57397,3.21,0.34,1.04,0.00999999999999979,3.67,1.61,0.77,0.19,0
15378,111006,"SRIKAKULAM","BURJA","Donkalapartha",83.775925,18.575102,1.52,1.12,0.25,0.0499999999999998,6.23,3.06,0.470000000000001,0.279999999999999,0.81
15379,102033,"SRIKAKULAM","VANGARA","Sreeharipuram",83.582278,18.576111,3.21,0.34,1.04,0.00999999999999979,3.67,1.61,0.77,0.19,0
15380,129004,"SRIKAKULAM","SANTHABOMMALI","Brundavanam1",84.247363,18.565868,1.75,0.34,3.32,0.33,3.38,0.74,1.37,0.199999999999999,0.0500000000000007
15381,112035,"SRIKAKULAM","PALAKONDA","Yerakarayapuram",83.695643,18.578814,1.36,0.89,1.11,0.28,2.48,6.1,0.76,0.24,1.4
15382,211071,"VIZIANAGARAM","SALUR","Baguvalasa",83.247923,18.580333,1.2,0.94,1.05,0.16,0.24,1.13,0.76,0,0.33
